"ELECTION_DATE","ELECTION_NAME","CONTEST_ID","CONTEST_NAME","PRECINCT_NUMBER","WARD","CANDIDATE","PARTY","VOTES"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","5","2","VINCENT ORANGE","DEM","33"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","5","2","WRITE-IN","NON","1"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","6","2","TOTAL REGISTERED VOTERS","","5521"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","6","2","TOTAL BALLOTS CAST","","377"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","6","2","ALAN PAGE","GRN","4"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","6","2","DOROTHY DOUGLAS","DEM","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","6","2","BRYAN WEAVER","DEM","45"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","6","2","ARKAN HAILE","NOP","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","6","2","JOSHUA LOPEZ","DEM","10"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","6","2","PATRICK MARA","REP","234"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","6","2","SEKOU BIDDLE","DEM","46"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","6","2","TOM BROWN","DEM","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","6","2","VINCENT ORANGE","DEM","32"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","6","2","WRITE-IN","NON","1"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","7","3","TOTAL REGISTERED VOTERS","","2143"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","7","3","TOTAL BALLOTS CAST","","281"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","7","3","ALAN PAGE","GRN","4"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","7","3","DOROTHY DOUGLAS","DEM","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","7","3","BRYAN WEAVER","DEM","29"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","7","3","ARKAN HAILE","NOP","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","7","3","JOSHUA LOPEZ","DEM","17"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","7","3","PATRICK MARA","REP","167"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","7","3","SEKOU BIDDLE","DEM","42"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","7","3","TOM BROWN","DEM","5"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","7","3","VINCENT ORANGE","DEM","13"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","7","3","WRITE-IN","NON","1"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","8","3","TOTAL REGISTERED VOTERS","","3870"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","8","3","TOTAL BALLOTS CAST","","646"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","8","3","ALAN PAGE","GRN","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","8","3","DOROTHY DOUGLAS","DEM","4"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","8","3","BRYAN WEAVER","DEM","58"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","8","3","ARKAN HAILE","NOP","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","8","3","JOSHUA LOPEZ","DEM","23"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","8","3","PATRICK MARA","REP","360"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","8","3","SEKOU BIDDLE","DEM","140"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","8","3","TOM BROWN","DEM","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","8","3","VINCENT ORANGE","DEM","53"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","8","3","WRITE-IN","NON","2"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","9","3","TOTAL REGISTERED VOTERS","","2264"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","9","3","TOTAL BALLOTS CAST","","299"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","9","3","ALAN PAGE","GRN","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","9","3","DOROTHY DOUGLAS","DEM","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","9","3","BRYAN WEAVER","DEM","21"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","9","3","ARKAN HAILE","NOP","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","9","3","JOSHUA LOPEZ","DEM","5"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","9","3","PATRICK MARA","REP","219"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","9","3","SEKOU BIDDLE","DEM","31"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","9","3","TOM BROWN","DEM","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","9","3","VINCENT ORANGE","DEM","18"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","9","3","WRITE-IN","NON","0"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","10","3","TOTAL REGISTERED VOTERS","","3269"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","10","3","TOTAL BALLOTS CAST","","453"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","10","3","ALAN PAGE","GRN","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","10","3","DOROTHY DOUGLAS","DEM","4"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","10","3","BRYAN WEAVER","DEM","32"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","10","3","ARKAN HAILE","NOP","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","10","3","JOSHUA LOPEZ","DEM","20"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","10","3","PATRICK MARA","REP","290"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","10","3","SEKOU BIDDLE","DEM","74"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","10","3","TOM BROWN","DEM","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","10","3","VINCENT ORANGE","DEM","25"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","10","3","WRITE-IN","NON","2"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","11","3","TOTAL REGISTERED VOTERS","","5983"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","11","3","TOTAL BALLOTS CAST","","507"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","11","3","ALAN PAGE","GRN","12"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","11","3","DOROTHY DOUGLAS","DEM","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","11","3","BRYAN WEAVER","DEM","109"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","11","3","ARKAN HAILE","NOP","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","11","3","JOSHUA LOPEZ","DEM","31"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","11","3","PATRICK MARA","REP","223"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","11","3","SEKOU BIDDLE","DEM","72"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","11","3","TOM BROWN","DEM","6"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","11","3","VINCENT ORANGE","DEM","50"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","11","3","WRITE-IN","NON","1"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","12","3","TOTAL REGISTERED VOTERS","","945"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","12","3","TOTAL BALLOTS CAST","","134"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","12","3","ALAN PAGE","GRN","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","12","3","DOROTHY DOUGLAS","DEM","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","12","3","BRYAN WEAVER","DEM","8"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","12","3","ARKAN HAILE","NOP","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","12","3","JOSHUA LOPEZ","DEM","8"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","12","3","PATRICK MARA","REP","95"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","12","3","SEKOU BIDDLE","DEM","19"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","12","3","TOM BROWN","DEM","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","12","3","VINCENT ORANGE","DEM","4"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","12","3","WRITE-IN","NON","0"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","13","2","TOTAL REGISTERED VOTERS","","2034"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","13","2","TOTAL BALLOTS CAST","","243"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","13","2","ALAN PAGE","GRN","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","13","2","DOROTHY DOUGLAS","DEM","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","13","2","BRYAN WEAVER","DEM","34"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","13","2","ARKAN HAILE","NOP","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","13","2","JOSHUA LOPEZ","DEM","13"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","13","2","PATRICK MARA","REP","131"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","13","2","SEKOU BIDDLE","DEM","38"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","13","2","TOM BROWN","DEM","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","13","2","VINCENT ORANGE","DEM","19"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","13","2","WRITE-IN","NON","0"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","14","2","TOTAL REGISTERED VOTERS","","4301"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","14","2","TOTAL BALLOTS CAST","","399"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","14","2","ALAN PAGE","GRN","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","14","2","DOROTHY DOUGLAS","DEM","5"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","14","2","BRYAN WEAVER","DEM","85"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","14","2","ARKAN HAILE","NOP","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","14","2","JOSHUA LOPEZ","DEM","18"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","14","2","PATRICK MARA","REP","197"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","14","2","SEKOU BIDDLE","DEM","71"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","14","2","TOM BROWN","DEM","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","14","2","VINCENT ORANGE","DEM","18"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","14","2","WRITE-IN","NON","0"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","15","2","TOTAL REGISTERED VOTERS","","4293"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","15","2","TOTAL BALLOTS CAST","","520"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","15","2","ALAN PAGE","GRN","10"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","15","2","DOROTHY DOUGLAS","DEM","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","15","2","BRYAN WEAVER","DEM","123"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","15","2","ARKAN HAILE","NOP","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","15","2","JOSHUA LOPEZ","DEM","33"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","15","2","PATRICK MARA","REP","207"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","15","2","SEKOU BIDDLE","DEM","109"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","15","2","TOM BROWN","DEM","4"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","15","2","VINCENT ORANGE","DEM","29"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","15","2","WRITE-IN","NON","1"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","16","2","TOTAL REGISTERED VOTERS","","4268"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","16","2","TOTAL BALLOTS CAST","","545"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","16","2","ALAN PAGE","GRN","9"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","16","2","DOROTHY DOUGLAS","DEM","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","16","2","BRYAN WEAVER","DEM","97"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","16","2","ARKAN HAILE","NOP","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","16","2","JOSHUA LOPEZ","DEM","48"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","16","2","PATRICK MARA","REP","257"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","16","2","SEKOU BIDDLE","DEM","78"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","16","2","TOM BROWN","DEM","5"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","16","2","VINCENT ORANGE","DEM","46"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","16","2","WRITE-IN","NON","1"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","17","2","TOTAL REGISTERED VOTERS","","6398"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","17","2","TOTAL BALLOTS CAST","","511"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","17","2","ALAN PAGE","GRN","7"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","17","2","DOROTHY DOUGLAS","DEM","4"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","17","2","BRYAN WEAVER","DEM","92"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","17","2","ARKAN HAILE","NOP","4"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","17","2","JOSHUA LOPEZ","DEM","29"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","17","2","PATRICK MARA","REP","204"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","17","2","SEKOU BIDDLE","DEM","98"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","17","2","TOM BROWN","DEM","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","17","2","VINCENT ORANGE","DEM","67"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","17","2","WRITE-IN","NON","1"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","18","6","TOTAL REGISTERED VOTERS","","4643"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","18","6","TOTAL BALLOTS CAST","","411"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","18","6","ALAN PAGE","GRN","4"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","18","6","DOROTHY DOUGLAS","DEM","9"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","18","6","BRYAN WEAVER","DEM","87"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","18","6","ARKAN HAILE","NOP","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","18","6","JOSHUA LOPEZ","DEM","25"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","18","6","PATRICK MARA","REP","99"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","18","6","SEKOU BIDDLE","DEM","68"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","18","6","TOM BROWN","DEM","7"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","18","6","VINCENT ORANGE","DEM","108"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","18","6","WRITE-IN","NON","3"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","19","5","TOTAL REGISTERED VOTERS","","4764"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","19","5","TOTAL BALLOTS CAST","","314"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","19","5","ALAN PAGE","GRN","6"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","19","5","DOROTHY DOUGLAS","DEM","6"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","19","5","BRYAN WEAVER","DEM","63"
